"Freq [GHz]","mag(S(1,1)) []"
8,0.0306435038795847
8.05714285714286,0.0299857600068063
8.11428571428571,0.0296032214795399
8.17142857142857,0.0295147308041517
8.22857142857143,0.0297352925733449
8.28571428571429,0.0302751724955203
8.34285714285714,0.031139867075761
8.4,0.0323310160338405
8.45714285714286,0.0338480733035001
8.51428571428571,0.0356903995084803
8.57142857142857,0.0378594438699947
8.62857142857143,0.0403608070811246
8.68571428571429,0.0432061377111297
8.74285714285714,0.0464149517539542
8.8,0.0500165595374511
8.85714285714286,0.0540523504590104
8.91428571428571,0.0585787519683454
8.97142857142857,0.0636712766299225
9.02857142857143,0.0694302360018588
9.08571428571429,0.0759889824134453
9.14285714285714,0.0835260209509901
9.2,0.0922831583591314
9.25714285714286,0.102593285616019
9.31428571428571,0.114923904856649
9.37142857142857,0.129946950398406
9.42857142857143,0.148653101629043
9.48571428571429,0.172540472056636
9.54285714285714,0.203916474230082
9.6,0.246300591710491
9.65714285714286,0.304466229191697
9.71428571428571,0.381192160802675
9.77142857142857,0.460232366300177
9.82857142857143,0.482934957569107
9.88571428571428,0.422848789324564
9.94285714285714,0.339493126559943
10,0.271084604150406
10.0571428571429,0.220926527552735
10.1142857142857,0.184263675133741
10.1714285714286,0.156799974147461
10.2285714285714,0.135623757737667
10.2857142857143,0.118848962481235
10.3428571428571,0.105242582191042
10.4,0.0939789609063225
10.4571428571429,0.0844900735442036
10.5142857142857,0.0763747851297923
10.5714285714286,0.0693429250022333
10.6285714285714,0.0631799931315433
10.6857142857143,0.057724321962984
10.7428571428571,0.0528519343139442
10.8,0.0484662725907661
10.8571428571429,0.0444910844291557
10.9142857142857,0.0408653993210665
10.9714285714286,0.0375399193165793
11.0285714285714,0.0344743845648431
11.0857142857143,0.0316356230599834
11.1428571428571,0.0289960888159377
11.2,0.0265327544592038
11.2571428571429,0.0242262652165432
11.3142857142857,0.0220602889596949
11.3714285714286,0.020021015907008
11.4285714285714,0.0180967745046725
11.4857142857143,0.0162777381418242
11.5428571428571,0.0145557002056063
11.6,0.0129238884992176
11.6571428571429,0.011376760704565
11.7142857142857,0.00990962773931151
11.7714285714286,0.00851764976053816
11.8285714285714,0.00719272054027805
11.8857142857143,0.00591281658200514
11.9428571428571,0.00460078915587661
12,0.00297053904259478
